[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
CHEVALIER MAXIME;Salle C-2.01 - E3 (M) (44);<PREPA1> Prepa 1ere annee Gr02;Communication;08/04/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;5898.04
DAVID SARAH;Salle C-2.01 - E3 (M) (44);<CLASSES> Ing2 Gr01;Architecture logicielle;08/04/2026;17:30:00;2;ECE MASTER;Eiffel 3;5895.03
MICHEL PIERRE;Salle C-2.01 - E3 (M) (44);<CLASSES> Ing2 Gr04;DevOps et CI/CD;08/04/2026;18:30:00;2;ECE MASTER;Eiffel 3;5896.01
HAJ HAMAD IMEN;Salle C-2.01 - E3 (M) (44);<PREPA1> Prepa 1ere annee Gr01;Analyse et algebre;08/04/2026;19:45:00;1;ECE PREPA;Eiffel 3;5897.03
MARTIN SOPHIE;Salle C-2.03 - E3 (F) (36) (Meet-up);<MAST2> Master 2 DevOps;Audit SI;08/04/2026;19:45:00;1;ECE MASTER;Eiffel 3;5850.05
DUBOIS LUCAS;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 IA;Machine Learning;08/04/2026;10:45:00;1;ECE MASTER;Eiffel 1;5940.03
ROBIN CAMILLE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Automatique;08/04/2026;13:00:00;2;ECE INGENIEUR;Eiffel 1;5942.03
BENALI KARIM;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing4 Gr02;Energie renouvelable;08/04/2026;14:00:00;2;ECE INGENIEUR;Eiffel 1;5941.02
FONTAINE ANNA;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Physique PREPA;08/04/2026;17:30:00;2;ECE PREPA;Eiffel 1;5943.04
THOMAS ALICE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr01;Protocoles IoT;08/04/2026;08:30:00;2;ECE INGENIEUR;Eiffel 1;5864.05
CHEVALIER MAXIME;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Electrostatique;08/04/2026;10:45:00;1;ECE PREPA;Eiffel 1;5865.02
BERNARD CLAIRE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Physique PREPA;08/04/2026;14:00:00;1;ECE PREPA;Eiffel 1;5863.03
KHOURY CLAUDE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Management;08/04/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;5866.05
LECLERC PAUL;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Traitement du signal;08/04/2026;19:45:00;1;ECE INGENIEUR;Eiffel 1;5867.02
LEFEBVRE JULIE;Salle EM220 - E1 (M) (48);<PREPA2> Prepa 2eme annee Gr01;Blockchain et cryptographie;08/04/2026;08:30:00;2;ECE MASTER;Eiffel 1;5938.02
SIMON THOMAS;Salle EM220 - E1 (M) (48);<CLASSES> Ing2 Gr02;Systemes embarques;08/04/2026;13:00:00;2;ECE INGENIEUR;Eiffel 1;5935.03
MOKHBER ARASH;Salle EM220 - E1 (M) (48);<BACH1> Bachelor 1 Gr01;Economie d'entreprise;08/04/2026;14:00:00;1;ECE BACHELOR;Eiffel 1;5937.02
MOREAU EMILIE;Salle EM220 - E1 (M) (48);<CLASSES> Ing4 Gr02;Marketing digital;08/04/2026;17:30:00;1;ECE BACHELOR;Eiffel 1;5939.02
ROUSSEAU LISA;Salle EM220 - E1 (M) (48);<CLASSES> Ing3 Gr01;Systemes embarques;08/04/2026;18:30:00;1;ECE INGENIEUR;Eiffel 1;5936.01
NGUYEN THANH;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr04;Thermodynamique;08/04/2026;08:30:00;1;ECE PREPA;Eiffel 1;5946.02
MOKHBER ARASH;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Blockchain et cryptographie;08/04/2026;10:45:00;1;ECE MASTER;Eiffel 1;5945.05
BERNARD CLAIRE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST1> Master 1 Cloud;Blockchain et cryptographie;08/04/2026;14:00:00;2;ECE MASTER;Eiffel 1;5944.04
BERNARD CLAIRE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Management;08/04/2026;18:30:00;2;ECE BACHELOR;Eiffel 1;5948.04
THOMAS ALICE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr04;Microcontroleurs;08/04/2026;19:45:00;1;ECE INGENIEUR;Eiffel 1;5947.02
WILSON JAMES;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr02;Comptabilite analytique;08/04/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;5894.02
LEROY INÈS;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr04;Audit SI;08/04/2026;13:00:00;2;ECE MASTER;Eiffel 1;5951.05
MOKHBER ARASH;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH3> Bachelor 3 Gr01;Comptabilite analytique;08/04/2026;14:00:00;2;ECE BACHELOR;Eiffel 1;5949.05
BERNARD CLAIRE;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Business Intelligence;08/04/2026;15:15:00;2;ECE BACHELOR;Eiffel 1;5950.05
MARTIN SOPHIE;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr04;Business Intelligence;08/04/2026;10:45:00;2;ECE BACHELOR;Eiffel 1;5877.01
LEFEBVRE JULIE;Salle EM410 - E1 (M) (35);<MAST1> Master 1 Cloud;DevOps et CI/CD;08/04/2026;13:00:00;1;ECE MASTER;Eiffel 1;5840.02
THOMAS ALICE;Salle EM410 - E1 (M) (35);<CLASSES> Ing3 Gr01;Audit SI;08/04/2026;14:00:00;2;ECE MASTER;Eiffel 1;5842.04
VIDAL PAULINE;Salle EM410 - E1 (M) (35);<MAST1> Master 1 Cybersec;Informatique PREPA;08/04/2026;15:15:00;1;ECE PREPA;Eiffel 1;5843.01
MICHEL PIERRE;Salle EM410 - E1 (M) (35);<CLASSES> Ing4 Gr02;Anglais PREPA;08/04/2026;17:30:00;2;ECE PREPA;Eiffel 1;5844.03
MICHEL PIERRE;Salle EM410 - E1 (M) (35);<MAST2> Master 2 DevOps;Chimie PREPA;08/04/2026;18:30:00;2;ECE PREPA;Eiffel 1;5841.02
ROBIN CAMILLE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Ressources humaines;08/04/2026;14:00:00;2;ECE BACHELOR;Eiffel 1;5909.04
LEFEBVRE JULIE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<BACH1> Bachelor 1 Gr01;Computer Vision;08/04/2026;17:30:00;1;ECE MASTER;Eiffel 1;5910.05
CHEVALIER MAXIME;CD-1.11 N - Co-DF (M) (32);<PREPA1> Prepa 1ere annee Gr02;Physique PREPA;09/04/2026;08:30:00;2;ECE PREPA;Coeur defense;6043.01
LEROY INÈS;CD-1.11 N - Co-DF (M) (32);<CLASSES> Ing3 Gr03;Management;09/04/2026;10:45:00;2;ECE BACHELOR;Coeur defense;6045.01
ROUSSEAU LISA;CD-1.11 N - Co-DF (M) (32);<CLASSES> Ing2 Gr04;Ressources humaines;09/04/2026;13:00:00;1;ECE BACHELOR;Coeur defense;6044.01
DUPONT JEAN;CD-1.11 N - Co-DF (M) (32);<CLASSES> Ing4 Gr02;Ressources humaines;09/04/2026;14:00:00;2;ECE BACHELOR;Coeur defense;6042.04
FONTAINE ANNA;CD-1.11 N - Co-DF (M) (32);<PREPA2> Prepa 2eme annee Gr01;Computer Vision;09/04/2026;18:30:00;2;ECE MASTER;Coeur defense;6041.01
BENALI KARIM;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<MAST2> Master 2 IA;NLP;09/04/2026;13:00:00;1;ECE MASTER;Coeur defense;6080.04
KHOURY CLAUDE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr06;Economie d'entreprise;09/04/2026;18:30:00;2;ECE BACHELOR;Coeur defense;6079.03
MARTIN SOPHIE;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing2 Gr02;Blockchain et cryptographie;09/04/2026;08:30:00;1;ECE MASTER;Coeur defense;6024.02
GARCIA ELENA;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<BACH1> Bachelor 1 Gr01;Anglais PREPA;09/04/2026;10:45:00;2;ECE PREPA;Coeur defense;6023.05
SIMON THOMAS;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<PREPA2> Prepa 2eme annee Gr02;Thermodynamique;09/04/2026;17:30:00;1;ECE PREPA;Coeur defense;6026.02
ROBIN CAMILLE;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<PREPA2> Prepa 2eme annee Gr02;Anglais PREPA;09/04/2026;18:30:00;2;ECE PREPA;Coeur defense;6025.03
LAURENT MARIE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<BACH1> Bachelor 1 Gr03;Droit des affaires;09/04/2026;13:00:00;2;ECE BACHELOR;Coeur defense;5962.04
MICHEL PIERRE;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr05;Mathematiques PREPA;09/04/2026;15:15:00;1;ECE PREPA;Coeur defense;5966.01
CHEVALIER MAXIME;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<PREPA1> Prepa 1ere annee Gr02;RGPD et conformite;09/04/2026;08:30:00;1;ECE MASTER;Coeur defense;6034.05
GULDNER NAJMA;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing3 Gr03;RGPD et conformite;09/04/2026;13:00:00;2;ECE MASTER;Coeur defense;6033.04
ROUSSEAU LISA;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<PREPA1> Prepa 1ere annee Gr02;Entrepreneuriat;09/04/2026;17:30:00;1;ECE BACHELOR;Coeur defense;6032.05
DAVID SARAH;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<PREPA2> Prepa 2eme annee Gr01;Droit des affaires;09/04/2026;18:30:00;1;ECE BACHELOR;Coeur defense;6035.03
BERNARD CLAIRE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing4 Gr02;Microcontroleurs;09/04/2026;19:45:00;1;ECE INGENIEUR;Coeur defense;6031.05
MULLER STEFAN;CD-6.12 N - Co-DF (M) (30) (Clevertouch);<PREPA1> Prepa 1ere annee Gr02;Electrostatique;09/04/2026;08:30:00;2;ECE PREPA;Coeur defense;6059.01
PETIT ANTOINE;CD-6.12 N - Co-DF (M) (30) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Intelligence artificielle;09/04/2026;15:15:00;2;ECE MASTER;Coeur defense;6058.03
SIMON THOMAS;CD-6.12 N - Co-DF (M) (30) (Clevertouch);<PREPA1> Prepa 1ere annee Gr02;Communication;09/04/2026;18:30:00;1;ECE BACHELOR;Coeur defense;6057.03
VIDAL PAULINE;E5-S-1.05 (47);<BACH1> Bachelor 1 Gr02;Reseaux et telecoms;09/04/2026;08:30:00;1;ECE INGENIEUR;Eiffel 5;6000.05
GULDNER NAJMA;E5-S-1.05 (47);<CLASSES> Ing3 Gr03;Systemes embarques;09/04/2026;13:00:00;2;ECE INGENIEUR;Eiffel 5;6001.02
PETIT ANTOINE;E5-S-1.05 (47);<CLASSES> Ing2 Gr04;Analyse et algebre;09/04/2026;17:30:00;2;ECE PREPA;Eiffel 5;6002.02
LECLERC PAUL;E5-S-2.05 (F) (49);<CLASSES> Ing3 Gr02;Traitement du signal;09/04/2026;10:45:00;2;ECE INGENIEUR;Eiffel 5;6036.01
MARTINEZ CARLOS;E5-S-3.01 (M) (52);<MAST1> Master 1 Cloud;Architecture logicielle;09/04/2026;13:00:00;1;ECE MASTER;Eiffel 5;6099.03
PETIT ANTOINE;G4-H18 (M) (40);<CLASSES> Ing2 Gr05;Management;09/04/2026;15:15:00;2;ECE BACHELOR;Bacalan (H18);5967.03
GARCIA ELENA;Salle - A-303 (F) (42) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Architecture logicielle;09/04/2026;18:30:00;2;ECE MASTER;Eiffel 2;6065.03
LEFEBVRE JULIE;Salle - A-306 (M) (35) (Jabra);<BACH1> Bachelor 1 Gr02;Physique PREPA;09/04/2026;14:00:00;1;ECE PREPA;Eiffel 2;6022.05
MARTIN SOPHIE;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing2 Gr01;Gestion de projet;09/04/2026;17:30:00;2;ECE BACHELOR;Eiffel 2;6021.03
BENALI KARIM;Salle - A-306 (M) (35) (Jabra);<MAST2> Master 2 IA;Cybersecurite;09/04/2026;19:45:00;1;ECE MASTER;Eiffel 2;6020.04
ROBIN CAMILLE;Salle - A-307 (F) (42) (Meet-up);<CLASSES> Ing2 Gr04;Reseaux et telecoms;09/04/2026;17:30:00;1;ECE INGENIEUR;Eiffel 2;6096.03
MICHEL PIERRE;Salle - A-307 (F) (42) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Droit des affaires;09/04/2026;19:45:00;1;ECE BACHELOR;Eiffel 2;6097.02
MARTINEZ CARLOS;Salle - A-308 (F) (46) (Meet-up);<CLASSES> Ing2 Gr04;Finance d'entreprise;09/04/2026;08:30:00;1;ECE BACHELOR;Eiffel 2;6060.03
PETIT ANTOINE;Salle - A-308 (F) (46) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Economie d'entreprise;09/04/2026;13:00:00;1;ECE BACHELOR;Eiffel 2;6063.05
DUBOIS LUCAS;Salle - A-308 (F) (46) (Meet-up);<BACH3> Bachelor 3 Gr01;Data Science avancee;09/04/2026;14:00:00;2;ECE MASTER;Eiffel 2;6062.03
MOKHBER ARASH;Salle - A-308 (F) (46) (Meet-up);<MAST1> Master 1 DataScience;Audit SI;09/04/2026;15:15:00;1;ECE MASTER;Eiffel 2;6064.05
VIDAL PAULINE;Salle - A-308 (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Computer Vision;09/04/2026;19:45:00;1;ECE MASTER;Eiffel 2;6061.01
MARTIN SOPHIE;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing3 Gr02;Data Science avancee;09/04/2026;10:45:00;2;ECE MASTER;Eiffel 2;6046.04
LECLERC PAUL;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing4 Gr01;Thermodynamique;09/04/2026;13:00:00;2;ECE PREPA;Eiffel 2;6047.01
LEFEBVRE JULIE;Salle - B-305 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Reseaux et telecoms;09/04/2026;13:00:00;2;ECE INGENIEUR;Eiffel 2;6050.03
DUPONT JEAN;Salle - B-305 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Intelligence artificielle;09/04/2026;14:00:00;2;ECE MASTER;Eiffel 2;6052.03
THOMAS ALICE;Salle - B-305 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Entrepreneuriat;09/04/2026;17:30:00;2;ECE BACHELOR;Eiffel 2;6051.05
LAURENT MARIE;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing3 Gr03;Communication;09/04/2026;19:45:00;1;ECE BACHELOR;Eiffel 2;6053.05
MARTIN SOPHIE;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing4 Gr02;Management;09/04/2026;10:45:00;1;ECE BACHELOR;Eiffel 2;5999.04
LECLERC PAUL;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing3 Gr03;Machine Learning;09/04/2026;14:00:00;1;ECE MASTER;Eiffel 2;5996.04
DUPONT JEAN;Salle - E-304 (F) (50) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Systemes embarques;09/04/2026;15:15:00;2;ECE INGENIEUR;Eiffel 2;5997.05
VIDAL PAULINE;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing4 Gr01;Analyse et algebre;09/04/2026;17:30:00;2;ECE PREPA;Eiffel 2;5998.05
VINCENT MARC;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing2 Gr05;Mathematiques PREPA;09/04/2026;19:45:00;1;ECE PREPA;Eiffel 2;5995.05
MOKHBER ARASH;Salle - F-301 (M) (28) (Jabra);<BACH2> Bachelor 2 Gr01;Entrepreneuriat;09/04/2026;10:45:00;2;ECE BACHELOR;Lyon Universite (25);6083.05
BENALI KARIM;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr03;Reseaux et telecoms;09/04/2026;15:15:00;2;ECE INGENIEUR;Lyon Universite (25);6082.04
GULDNER NAJMA;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr06;Architecture logicielle;09/04/2026;18:30:00;1;ECE MASTER;Lyon Universite (25);6081.01
DAVID SARAH;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr01;Mecanique des fluides;09/04/2026;13:00:00;2;ECE PREPA;Lyon Universite (25);5976.01
BENALI KARIM;Salle - F-302 (M) (36) (Jabra);<MAST2> Master 2 DevOps;Informatique PREPA;09/04/2026;17:30:00;2;ECE PREPA;Lyon Universite (25);5975.03
DUPONT JEAN;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing4 Gr02;Business Intelligence;09/04/2026;08:30:00;2;ECE BACHELOR;Lyon Universite (25);6090.03
NGUYEN THANH;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr01;Business Intelligence;09/04/2026;10:45:00;2;ECE BACHELOR;Lyon Universite (25);6087.02
DUBOIS LUCAS;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr03;Reseaux et telecoms;09/04/2026;17:30:00;1;ECE INGENIEUR;Lyon Universite (25);6088.04
THOMAS ALICE;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr04;Systemes embarques;09/04/2026;18:30:00;1;ECE INGENIEUR;Lyon Universite (25);6089.03
MOKHBER ARASH;Salle - F-304 (F) (49) (Meet-up);<MAST1> Master 1 Cloud;Data Science avancee;09/04/2026;19:45:00;1;ECE MASTER;Lyon Universite (25);6091.02
CHEVALIER MAXIME;Salle - F-305 (F) (50) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;NLP;09/04/2026;17:30:00;2;ECE MASTER;Lyon Universite (25);6039.05
DUBOIS LUCAS;Salle - F-305 (F) (50) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Anglais PREPA;09/04/2026;18:30:00;1;ECE PREPA;Lyon Universite (25);6040.01
WILSON JAMES;Salle - G-301 (M) (32) (Meet-up);<BACH1> Bachelor 1 Gr03;Communication;09/04/2026;08:30:00;2;ECE BACHELOR;Lyon Universite (25);5961.04
LEFEBVRE JULIE;Salle - G-302 (F) (47) (Meet-up);<CLASSES> Ing3 Gr02;Mathematiques PREPA;09/04/2026;08:30:00;1;ECE PREPA;Lyon Universite (25);5969.05
DAVID SARAH;Salle - G-302 (F) (47) (Meet-up);<MAST1> Master 1 Cybersec;Anglais PREPA;09/04/2026;13:00:00;1;ECE PREPA;Lyon Universite (25);5968.03
GARCIA ELENA;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing2 Gr04;Droit des affaires;09/04/2026;10:45:00;2;ECE BACHELOR;Eiffel 4;5957.02
VIDAL PAULINE;Salle - I-403 (M) (45) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Informatique PREPA;09/04/2026;15:15:00;2;ECE PREPA;Eiffel 4;5960.04
VINCENT MARC;Salle - I-403 (M) (45) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Computer Vision;09/04/2026;17:30:00;2;ECE MASTER;Eiffel 4;5959.01
MOREAU EMILIE;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing3 Gr01;Mecanique des fluides;09/04/2026;19:45:00;1;ECE PREPA;Eiffel 4;5958.03
DUPONT JEAN;Salle - I-406 (M) (33);<CLASSES> Ing2 Gr02;Communication;09/04/2026;08:30:00;1;ECE BACHELOR;Eiffel 4;5984.01
MARTINEZ CARLOS;Salle - I-406 (M) (33);<MAST1> Master 1 Cloud;Architecture logicielle;09/04/2026;13:00:00;2;ECE MASTER;Eiffel 4;5985.05
CHEVALIER MAXIME;Salle - I-406 (M) (33);<BACH2> Bachelor 2 Gr02;Thermodynamique;09/04/2026;15:15:00;2;ECE PREPA;Eiffel 4;5983.03
LAURENT MARIE;Salle - I-408 (M) (28);<CLASSES> Ing4 Gr02;Entrepreneuriat;09/04/2026;08:30:00;2;ECE BACHELOR;Eiffel 4;5989.02
LECLERC PAUL;Salle - I-408 (M) (28);<CLASSES> Ing4 Gr01;Informatique PREPA;09/04/2026;13:00:00;1;ECE PREPA;Eiffel 4;5986.01
PETIT ANTOINE;Salle - I-408 (M) (28);<BACH1> Bachelor 1 Gr01;Communication;09/04/2026;14:00:00;1;ECE BACHELOR;Eiffel 4;5988.04
MARTINEZ CARLOS;Salle - I-408 (M) (28);<BACH2> Bachelor 2 Gr02;Anglais PREPA;09/04/2026;15:15:00;1;ECE PREPA;Eiffel 4;5987.03
LEROY INÈS;Salle - J-501 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Computer Vision;09/04/2026;17:30:00;2;ECE MASTER;Eiffel 4;6049.02
BERNARD CLAIRE;Salle - J-501 (M) (40) (Meet-up);<BACH3> Bachelor 3 Gr01;Reseaux et telecoms;09/04/2026;18:30:00;2;ECE INGENIEUR;Eiffel 4;6048.03
FONTAINE ANNA;Salle - J-502 (M) (32);<BACH3> Bachelor 3 Gr01;Electrostatique;09/04/2026;08:30:00;1;ECE PREPA;Eiffel 4;5977.05
ROBIN CAMILLE;Salle - J-502 (M) (32);<CLASSES> Ing3 Gr03;Computer Vision;09/04/2026;13:00:00;1;ECE MASTER;Eiffel 4;5978.04
NGUYEN THANH;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing2 Gr02;Architecture logicielle;09/04/2026;08:30:00;2;ECE MASTER;Eiffel 4;6014.02
MICHEL PIERRE;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing3 Gr02;Cloud Computing;09/04/2026;10:45:00;2;ECE MASTER;Eiffel 4;6016.04
ROUSSEAU LISA;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing4 Gr02;Cloud Computing;09/04/2026;14:00:00;1;ECE MASTER;Eiffel 4;6013.03
GARCIA ELENA;Salle - J-504 (M) (62) (Meet-up);<BACH2> Bachelor 2 Gr02;Gestion de projet;09/04/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;6015.04
WILSON JAMES;Salle - J-505 (M) (35);<BACH2> Bachelor 2 Gr02;Anglais PREPA;09/04/2026;08:30:00;1;ECE PREPA;Eiffel 4;6003.02
MULLER STEFAN;Salle - J-505 (M) (35);<MAST1> Master 1 Cybersec;Audit SI;09/04/2026;14:00:00;1;ECE MASTER;Eiffel 4;6004.02
DAVID SARAH;Salle 102 - 136 QDC (F) (71);<BACH1> Bachelor 1 Gr03;Traitement du signal;09/04/2026;08:30:00;2;ECE INGENIEUR;Chartrons(136);6093.05
VINCENT MARC;Salle 102 - 136 QDC (F) (71);<BACH1> Bachelor 1 Gr03;Comptabilite analytique;09/04/2026;14:00:00;2;ECE BACHELOR;Chartrons(136);6094.03
BENALI KARIM;Salle 102 - 136 QDC (F) (71);<MAST1> Master 1 Cloud;Entrepreneuriat;09/04/2026;17:30:00;2;ECE BACHELOR;Chartrons(136);6095.04
VIDAL PAULINE;Salle 102 - 136 QDC (F) (71);<BACH3> Bachelor 3 Gr01;Analyse et algebre;09/04/2026;18:30:00;1;ECE PREPA;Chartrons(136);6092.04
VIDAL PAULINE;Salle 103 - 136 QDC (F) (59);<BACH3> Bachelor 3 Gr01;Traitement du signal;09/04/2026;13:00:00;1;ECE INGENIEUR;Chartrons(136);6055.01
NGUYEN THANH;Salle 103 - 136 QDC (F) (59);<BACH3> Bachelor 3 Gr01;Electronique ING2;09/04/2026;14:00:00;1;ECE INGENIEUR;Chartrons(136);6054.03
MARTINEZ CARLOS;Salle 103 - 136 QDC (F) (59);<MAST1> Master 1 Cloud;NLP;09/04/2026;18:30:00;2;ECE MASTER;Chartrons(136);6056.03
HAJ HAMAD IMEN;Salle 104 A - 136 QDC (Laboratoire) (34);<PREPA2> Prepa 2eme annee Gr01;Traitement du signal;09/04/2026;10:45:00;2;ECE INGENIEUR;Chartrons(136);6010.04
MARTIN SOPHIE;Salle 104 A - 136 QDC (Laboratoire) (34);<CLASSES> Ing4 Gr01;Communication;09/04/2026;14:00:00;1;ECE BACHELOR;Chartrons(136);6009.04
GARCIA ELENA;Salle 104 A - 136 QDC (Laboratoire) (34);<PREPA2> Prepa 2eme annee Gr01;Management;09/04/2026;15:15:00;1;ECE BACHELOR;Chartrons(136);6012.01
VIDAL PAULINE;Salle 104 A - 136 QDC (Laboratoire) (34);<CLASSES> Ing2 Gr05;Marketing digital;09/04/2026;19:45:00;1;ECE BACHELOR;Chartrons(136);6011.05
MICHEL PIERRE;Salle 105 - 136 QDC (F) (99);<PREPA2> Prepa 2eme annee Gr01;Physique PREPA;09/04/2026;08:30:00;1;ECE PREPA;Chartrons(136);6085.03
VIDAL PAULINE;Salle 105 - 136 QDC (F) (99);<BACH3> Bachelor 3 Gr01;Traitement du signal;09/04/2026;15:15:00;1;ECE INGENIEUR;Chartrons(136);6084.02
ROUSSEAU LISA;Salle 105 - 136 QDC (F) (99);<MAST1> Master 1 Cloud;Intelligence artificielle;09/04/2026;19:45:00;1;ECE MASTER;Chartrons(136);6086.05
MOKHBER ARASH;Salle 106 - 136 QDC (F) (81);<PREPA2> Prepa 2eme annee Gr01;Energie renouvelable;09/04/2026;08:30:00;1;ECE INGENIEUR;Chartrons(136);6073.05
ROBIN CAMILLE;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing4 Gr02;Reseaux et telecoms;09/04/2026;10:45:00;1;ECE INGENIEUR;Chartrons(136);6075.02
MARTINEZ CARLOS;Salle 106 - 136 QDC (F) (81);<BACH1> Bachelor 1 Gr02;Chimie PREPA;09/04/2026;13:00:00;2;ECE PREPA;Chartrons(136);6071.01
FONTAINE ANNA;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing4 Gr01;Anglais PREPA;09/04/2026;18:30:00;1;ECE PREPA;Chartrons(136);6074.05
ROUX NICOLAS;Salle 106 - 136 QDC (F) (81);<BACH3> Bachelor 3 Gr01;Cloud Computing;09/04/2026;19:45:00;1;ECE MASTER;Chartrons(136);6072.04
FONTAINE ANNA;Salle 107 - 136 QDC (F) (61);<PREPA2> Prepa 2eme annee Gr02;Physique PREPA;09/04/2026;14:00:00;1;ECE PREPA;Chartrons(136);5981.03
FONTAINE ANNA;Salle 107 - 136 QDC (F) (61);<BACH2> Bachelor 2 Gr02;Analyse et algebre;09/04/2026;19:45:00;1;ECE PREPA;Chartrons(136);5982.01
LAMBERT HUGO;Salle 109 - 136 QDC (40);<PREPA2> Prepa 2eme annee Gr02;Marketing digital;09/04/2026;15:15:00;2;ECE BACHELOR;Chartrons(136);5980.04
DUBOIS LUCAS;Salle 109 - 136 QDC (40);<CLASSES> Ing4 Gr01;Cybersecurite;09/04/2026;17:30:00;2;ECE MASTER;Chartrons(136);5979.03
