[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
WILSON JAMES;Salle - A-310 (F) (46) (Meet-up);<MAST2> Master 2 IA;IA Ingenieur;09/03/2026;08:30:00;1;ECE INGENIEUR;Eiffel 2;1433.02
MARTIN SOPHIE;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr04;DevOps;09/03/2026;10:45:00;2;ECE MASTER;Eiffel 2;1434.04
KHOURY CLAUDE;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr01;Informatique PREPA;09/03/2026;15:15:00;2;ECE PREPA;Eiffel 2;1435.01
FONTAINE ANNA;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr01;Management;09/03/2026;17:30:00;1;ECE BACHELOR;Eiffel 2;1432.02
GARCIA ELENA;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing2 Gr05;Management;09/03/2026;08:30:00;2;ECE BACHELOR;Eiffel 2;1407.03
FONTAINE ANNA;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing4 Gr01;Traitement du signal;09/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 2;1408.05
GARCIA ELENA;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing3 Gr01;DevOps;09/03/2026;10:45:00;1;ECE MASTER;Eiffel 2;1441.04
KHOURY CLAUDE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Architecture logicielle;09/03/2026;13:00:00;2;ECE MASTER;Eiffel 2;1443.01
MICHEL PIERRE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<MAST2> Master 2 IA;Intelligence artificielle;09/03/2026;15:15:00;2;ECE MASTER;Eiffel 2;1442.03
PETIT ANTOINE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<BACH1> Bachelor 1 Gr01;Chimie PREPA;09/03/2026;18:30:00;1;ECE PREPA;Eiffel 2;1444.05
ROUSSEAU LISA;Salle - F-302 (M) (36) (Jabra);<BACH2> Bachelor 2 Gr01;Anglais PREPA;09/03/2026;08:30:00;1;ECE PREPA;Lyon Universite (25);1402.05
LAMBERT HUGO;Salle - F-302 (M) (36) (Jabra);<BACH1> Bachelor 1 Gr02;Cloud Computing;09/03/2026;15:15:00;1;ECE MASTER;Lyon Universite (25);1404.03
MOREAU EMILIE;Salle - F-302 (M) (36) (Jabra);<PREPA2> Prepa 2eme annee Gr01;Cybersecurite;09/03/2026;18:30:00;2;ECE MASTER;Lyon Universite (25);1405.02
ROUSSEAU LISA;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr03;Cloud Computing;09/03/2026;19:45:00;1;ECE MASTER;Lyon Universite (25);1403.04
SIMON THOMAS;Salle - F-304 (F) (49) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Management;09/03/2026;10:45:00;2;ECE BACHELOR;Lyon Universite (25);1400.02
VINCENT MARC;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing4 Gr01;Architecture logicielle;09/03/2026;15:15:00;2;ECE MASTER;Lyon Universite (25);1401.04
DUBOIS LUCAS;Salle - G-302 (F) (47) (Meet-up);<CLASSES> Ing2 Gr05;Anglais PREPA;09/03/2026;10:45:00;1;ECE PREPA;Lyon Universite (25);1420.01
MICHEL PIERRE;Salle - G-302 (F) (47) (Meet-up);<CLASSES> Ing3 Gr02;Electronique ING2;09/03/2026;14:00:00;1;ECE INGENIEUR;Lyon Universite (25);1419.02
HAJ HAMAD IMEN;Salle - G-302 (F) (47) (Meet-up);<BACH2> Bachelor 2 Gr01;Finance d'entreprise;09/03/2026;17:30:00;2;ECE BACHELOR;Lyon Universite (25);1418.02
LECLERC PAUL;Salle - I-401 (Labo) (F) (40);<MAST1> Master 1 DataScience;Cybersecurite;09/03/2026;19:45:00;1;ECE MASTER;Eiffel 4;1417.05
KHOURY CLAUDE;Salle - I-405 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Informatique PREPA;09/03/2026;14:00:00;2;ECE PREPA;Eiffel 4;1440.01
BERNARD CLAIRE;Salle - I-405 (M) (40) (Meet-up);<MAST2> Master 2 IA;Reseaux et telecoms;09/03/2026;19:45:00;1;ECE INGENIEUR;Eiffel 4;1439.04
LECLERC PAUL;Salle - I-406 (M) (33);<MAST2> Master 2 IA;Anglais PREPA;09/03/2026;13:00:00;2;ECE PREPA;Eiffel 4;1447.04
LAURENT MARIE;Salle - I-406 (M) (33);<BACH1> Bachelor 1 Gr02;Comptabilite analytique;09/03/2026;15:15:00;2;ECE BACHELOR;Eiffel 4;1446.01
LAURENT MARIE;Salle - I-406 (M) (33);<CLASSES> Ing3 Gr01;DevOps;09/03/2026;18:30:00;1;ECE MASTER;Eiffel 4;1445.01
VINCENT MARC;Salle - J-502 (M) (32);<CLASSES> Ing2 Gr03;Mathematiques PREPA;09/03/2026;10:45:00;1;ECE PREPA;Eiffel 4;1421.04
ROUSSEAU LISA;Salle - J-502 (M) (32);<Ing2 NVX> Ing2 Nouveaux;Management;09/03/2026;15:15:00;1;ECE BACHELOR;Eiffel 4;1423.03
GARCIA ELENA;Salle - J-502 (M) (32);<CLASSES> Ing4 Gr01;Conception numerique sur FPGA;09/03/2026;18:30:00;2;ECE INGENIEUR;Eiffel 4;1422.04
GARCIA ELENA;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing4 Gr01;Systemes embarques;09/03/2026;08:30:00;1;ECE INGENIEUR;Eiffel 4;1461.02
KHOURY CLAUDE;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing2 Gr05;Finance d'entreprise;09/03/2026;10:45:00;1;ECE BACHELOR;Eiffel 4;1459.01
DUBOIS LUCAS;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing2 Gr03;Management;09/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 4;1460.04
LAMBERT HUGO;Salle - J-504 (M) (62) (Meet-up);<BACH2> Bachelor 2 Gr01;Reseaux et telecoms;09/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 4;1458.05
BERNARD CLAIRE;Salle 102 - 136 QDC (F) (71);<PREPA1> Prepa 1ere annee Gr01;Traitement du signal;09/03/2026;13:00:00;2;ECE INGENIEUR;Chartrons(136);1438.03
LAMBERT HUGO;Salle 102 - 136 QDC (F) (71);<CLASSES> Ing2 Gr05;Mathematiques PREPA;09/03/2026;14:00:00;1;ECE PREPA;Chartrons(136);1437.05
HAJ HAMAD IMEN;Salle 102 - 136 QDC (F) (71);<BACH2> Bachelor 2 Gr01;Reseaux et telecoms;09/03/2026;18:30:00;1;ECE INGENIEUR;Chartrons(136);1436.04
MICHEL PIERRE;Salle 105 - 136 QDC (F) (99);<CLASSES> Ing2 Gr04;Droit des affaires;09/03/2026;10:45:00;2;ECE BACHELOR;Chartrons(136);1474.04
PETIT ANTOINE;Salle 106 - 136 QDC (F) (81);<MAST2> Master 2 IA;Finance d'entreprise;09/03/2026;13:00:00;1;ECE BACHELOR;Chartrons(136);1430.05
LECLERC PAUL;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing2 Gr01;Conception numerique sur FPGA;09/03/2026;14:00:00;2;ECE INGENIEUR;Chartrons(136);1429.01
DAVID SARAH;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing2 Gr05;Chimie PREPA;09/03/2026;15:15:00;2;ECE PREPA;Chartrons(136);1431.01
THOMAS ALICE;Salle C-0.13 - E3 (40);<CLASSES> Ing3 Gr02;Robotique;09/03/2026;10:45:00;2;ECE INGENIEUR;Eiffel 3;1449.03
MOREAU EMILIE;Salle C-0.13 - E3 (40);<CLASSES> Ing2 Gr03;Management;09/03/2026;17:30:00;1;ECE BACHELOR;Eiffel 3;1448.04
VINCENT MARC;Salle C-0.14 - E3 (40);<CLASSES> Ing3 Gr01;Chimie PREPA;09/03/2026;19:45:00;1;ECE PREPA;Eiffel 3;1396.03
VINCENT MARC;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr05;Finance d'entreprise;09/03/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;1412.01
DAVID SARAH;Salle C-1.07 - E3 (M) (40);<MAST1> Master 1 Cybersec;Marketing digital;09/03/2026;15:15:00;1;ECE BACHELOR;Eiffel 3;1411.05
ROUSSEAU LISA;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr01;Architecture logicielle;09/03/2026;10:45:00;1;ECE MASTER;Eiffel 1;1457.04
LAMBERT HUGO;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Management;09/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 1;1456.04
DUPONT JEAN;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Droit des affaires;09/03/2026;15:15:00;2;ECE BACHELOR;Eiffel 1;1455.04
LEFEBVRE JULIE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr04;Architecture logicielle;09/03/2026;19:45:00;1;ECE MASTER;Eiffel 1;1454.01
ROUSSEAU LISA;Salle EM220 - E1 (M) (48);<BACH1> Bachelor 1 Gr02;Marketing digital;09/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;1464.03
LECLERC PAUL;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;DevOps;09/03/2026;19:45:00;1;ECE MASTER;Eiffel 1;1473.03
LAURENT MARIE;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;DevOps;09/03/2026;08:30:00;1;ECE MASTER;Eiffel 1;1425.04
GARCIA ELENA;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Gestion de projet;09/03/2026;14:00:00;2;ECE BACHELOR;Eiffel 1;1426.02
LECLERC PAUL;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Intelligence artificielle;09/03/2026;18:30:00;1;ECE MASTER;Eiffel 1;1424.02
MICHEL PIERRE;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Automatique;09/03/2026;19:45:00;1;ECE INGENIEUR;Eiffel 1;1427.01
GULDNER NAJMA;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<MAST1> Master 1 DataScience;Data Science;09/03/2026;14:00:00;2;ECE MASTER;Eiffel 1;1406.01
LEFEBVRE JULIE;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Cloud Computing;09/03/2026;14:00:00;2;ECE MASTER;Eiffel 1;1409.04
LAMBERT HUGO;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr02;Electronique ING2;09/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 1;1410.04
THOMAS ALICE;CD-1.11 N - Co-DF (M) (32);<BACH1> Bachelor 1 Gr01;Informatique PREPA;10/03/2026;08:30:00;2;ECE PREPA;Coeur defense;1535.04
DAVID SARAH;CD-1.11 N - Co-DF (M) (32);<MAST1> Master 1 Cybersec;Management;10/03/2026;10:45:00;1;ECE BACHELOR;Coeur defense;1536.05
MOKHBER ARASH;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing3 Gr02;Intelligence artificielle;10/03/2026;18:30:00;1;ECE MASTER;Coeur defense;1549.05
SIMON THOMAS;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 DataScience;Reseaux et telecoms;10/03/2026;19:45:00;1;ECE INGENIEUR;Coeur defense;1548.04
GULDNER NAJMA;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<BACH1> Bachelor 1 Gr01;Comptabilite analytique;10/03/2026;13:00:00;1;ECE BACHELOR;Coeur defense;1556.03
LECLERC PAUL;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr03;Automatique;10/03/2026;08:30:00;2;ECE INGENIEUR;Coeur defense;1566.05
DUPONT JEAN;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<BACH2> Bachelor 2 Gr01;Systemes embarques;10/03/2026;10:45:00;2;ECE INGENIEUR;Coeur defense;1569.02
LECLERC PAUL;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr01;Reseaux et telecoms;10/03/2026;13:00:00;1;ECE INGENIEUR;Coeur defense;1568.05
SIMON THOMAS;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr01;Physique PREPA;10/03/2026;18:30:00;1;ECE PREPA;Coeur defense;1567.02
DUBOIS LUCAS;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<PREPA2> Prepa 2eme annee Gr01;Physique PREPA;10/03/2026;10:45:00;1;ECE PREPA;Coeur defense;1497.04
GULDNER NAJMA;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<MAST1> Master 1 DataScience;Physique PREPA;10/03/2026;14:00:00;2;ECE PREPA;Coeur defense;1496.02
MOREAU EMILIE;E5-S-1.05 (47);<PREPA1> Prepa 1ere annee Gr01;Management;10/03/2026;08:30:00;1;ECE BACHELOR;Eiffel 5;1530.01
GARCIA ELENA;E5-S-1.05 (47);<MAST1> Master 1 Cybersec;Cybersecurite;10/03/2026;17:30:00;1;ECE MASTER;Eiffel 5;1529.04
HAJ HAMAD IMEN;E5-S-1.05 (47);<CLASSES> Ing2 Gr04;Comptabilite analytique;10/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 5;1531.05
LAURENT MARIE;E5-S-2.05 (F) (49);<MAST1> Master 1 Cybersec;Robotique;10/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 5;1528.03
LEFEBVRE JULIE;E5-S-2.05 (F) (49);<CLASSES> Ing2 Gr05;DevOps;10/03/2026;15:15:00;2;ECE MASTER;Eiffel 5;1526.05
HAJ HAMAD IMEN;E5-S-2.05 (F) (49);<BACH1> Bachelor 1 Gr02;Finance d'entreprise;10/03/2026;18:30:00;2;ECE BACHELOR;Eiffel 5;1527.03
THOMAS ALICE;G4-H18 (M) (40);<Ing2 NVX> Ing2 Nouveaux;IA Ingenieur;10/03/2026;10:45:00;2;ECE INGENIEUR;Bacalan (H18);1489.05
DUBOIS LUCAS;G4-H18 (M) (40);<MAST1> Master 1 DataScience;Reseaux et telecoms;10/03/2026;19:45:00;1;ECE INGENIEUR;Bacalan (H18);1488.03
GARCIA ELENA;Salle - A-303 (F) (42) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;DevOps;10/03/2026;10:45:00;1;ECE MASTER;Eiffel 2;1482.02
MICHEL PIERRE;Salle - A-306 (M) (35) (Jabra);<BACH1> Bachelor 1 Gr02;Comptabilite analytique;10/03/2026;13:00:00;1;ECE BACHELOR;Eiffel 2;1560.05
MOKHBER ARASH;Salle - A-307 (F) (42) (Meet-up);<CLASSES> Ing2 Gr03;Intelligence artificielle;10/03/2026;10:45:00;2;ECE MASTER;Eiffel 2;1534.03
PETIT ANTOINE;Salle - A-307 (F) (42) (Meet-up);<BACH2> Bachelor 2 Gr01;Cloud Computing;10/03/2026;14:00:00;2;ECE MASTER;Eiffel 2;1533.05
LEFEBVRE JULIE;Salle - A-307 (F) (42) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Physique PREPA;10/03/2026;17:30:00;1;ECE PREPA;Eiffel 2;1532.01
VINCENT MARC;Salle - A-308 (F) (46) (Meet-up);<MAST2> Master 2 IA;Informatique PREPA;10/03/2026;13:00:00;2;ECE PREPA;Eiffel 2;1561.05
WILSON JAMES;Salle - A-308 (F) (46) (Meet-up);<CLASSES> Ing2 Gr05;Reseaux et telecoms;10/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 2;1562.05
KHOURY CLAUDE;Salle - A-308 (F) (46) (Meet-up);<CLASSES> Ing4 Gr01;Architecture logicielle;10/03/2026;18:30:00;2;ECE MASTER;Eiffel 2;1563.05
MARTIN SOPHIE;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr04;Marketing digital;10/03/2026;14:00:00;2;ECE BACHELOR;Eiffel 2;1539.02
WILSON JAMES;Salle - A-310 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Architecture logicielle;10/03/2026;15:15:00;2;ECE MASTER;Eiffel 2;1538.04
SIMON THOMAS;Salle - A-310 (F) (46) (Meet-up);<MAST1> Master 1 DataScience;Physique PREPA;10/03/2026;17:30:00;2;ECE PREPA;Eiffel 2;1540.01
LAMBERT HUGO;Salle - A-310 (F) (46) (Meet-up);<MAST1> Master 1 DataScience;DevOps;10/03/2026;18:30:00;2;ECE MASTER;Eiffel 2;1537.03
VINCENT MARC;Salle - F-301 (M) (28) (Jabra);<PREPA2> Prepa 2eme annee Gr01;Conception numerique sur FPGA;10/03/2026;08:30:00;1;ECE INGENIEUR;Lyon Universite (25);1525.04
DUBOIS LUCAS;Salle - F-301 (M) (28) (Jabra);<BACH2> Bachelor 2 Gr01;Electronique ING2;10/03/2026;10:45:00;2;ECE INGENIEUR;Lyon Universite (25);1524.04
WILSON JAMES;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr04;Reseaux et telecoms;10/03/2026;19:45:00;1;ECE INGENIEUR;Lyon Universite (25);1523.01
LAMBERT HUGO;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing4 Gr01;Anglais PREPA;10/03/2026;14:00:00;2;ECE PREPA;Lyon Universite (25);1487.03
KHOURY CLAUDE;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr01;IA Ingenieur;10/03/2026;15:15:00;2;ECE INGENIEUR;Lyon Universite (25);1486.01
PETIT ANTOINE;Salle - F-304 (F) (49) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Data Science;10/03/2026;08:30:00;1;ECE MASTER;Lyon Universite (25);1517.05
BERNARD CLAIRE;Salle - F-304 (F) (49) (Meet-up);<MAST1> Master 1 DataScience;Chimie PREPA;10/03/2026;10:45:00;2;ECE PREPA;Lyon Universite (25);1516.02
SIMON THOMAS;Salle - F-304 (F) (49) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Anglais PREPA;10/03/2026;15:15:00;2;ECE PREPA;Lyon Universite (25);1519.03
ROUX NICOLAS;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr02;Cybersecurite;10/03/2026;17:30:00;1;ECE MASTER;Lyon Universite (25);1518.04
BERNARD CLAIRE;Salle - F-305 (F) (50) (Meet-up);<BACH1> Bachelor 1 Gr01;Reseaux et telecoms;10/03/2026;15:15:00;2;ECE INGENIEUR;Lyon Universite (25);1500.05
MARTIN SOPHIE;Salle - F-305 (F) (50) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Cybersecurite;10/03/2026;17:30:00;2;ECE MASTER;Lyon Universite (25);1501.05
HAJ HAMAD IMEN;Salle - G-301 (M) (32) (Meet-up);<MAST2> Master 2 IA;Management;10/03/2026;13:00:00;1;ECE BACHELOR;Lyon Universite (25);1509.01
DUPONT JEAN;Salle - G-301 (M) (32) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Cybersecurite;10/03/2026;14:00:00;1;ECE MASTER;Lyon Universite (25);1510.05
THOMAS ALICE;Salle - G-301 (M) (32) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Robotique;10/03/2026;15:15:00;1;ECE INGENIEUR;Lyon Universite (25);1508.03
MICHEL PIERRE;Salle - G-301 (M) (32) (Meet-up);<BACH2> Bachelor 2 Gr01;Chimie PREPA;10/03/2026;17:30:00;1;ECE PREPA;Lyon Universite (25);1507.01
MOREAU EMILIE;Salle - I-401 (Labo) (F) (40);<CLASSES> Ing2 Gr02;DevOps;10/03/2026;13:00:00;1;ECE MASTER;Eiffel 4;1541.04
LECLERC PAUL;Salle - I-405 (M) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Architecture logicielle;10/03/2026;14:00:00;2;ECE MASTER;Eiffel 4;1491.04
THOMAS ALICE;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing2 Gr03;Finance d'entreprise;10/03/2026;17:30:00;1;ECE BACHELOR;Eiffel 4;1490.02
GULDNER NAJMA;Salle - J-501 (M) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Chimie PREPA;10/03/2026;14:00:00;1;ECE PREPA;Eiffel 4;1511.04
MARTIN SOPHIE;Salle - J-501 (M) (40) (Meet-up);<CLASSES> Ing2 Gr02;Droit des affaires;10/03/2026;18:30:00;2;ECE BACHELOR;Eiffel 4;1512.01
THOMAS ALICE;Salle - J-504 (M) (62) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Architecture logicielle;10/03/2026;08:30:00;2;ECE MASTER;Eiffel 4;1551.02
DUPONT JEAN;Salle - J-504 (M) (62) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Physique PREPA;10/03/2026;10:45:00;2;ECE PREPA;Eiffel 4;1552.01
ROUX NICOLAS;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing2 Gr03;Marketing digital;10/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 4;1550.04
HAJ HAMAD IMEN;Salle 102 - 136 QDC (F) (71);<BACH2> Bachelor 2 Gr01;Systemes embarques;10/03/2026;08:30:00;2;ECE INGENIEUR;Chartrons(136);1554.04
MARTIN SOPHIE;Salle 102 - 136 QDC (F) (71);<PREPA1> Prepa 1ere annee Gr01;Physique PREPA;10/03/2026;15:15:00;1;ECE PREPA;Chartrons(136);1553.02
GULDNER NAJMA;Salle 103 - 136 QDC (F) (59);<CLASSES> Ing2 Gr05;Anglais PREPA;10/03/2026;08:30:00;2;ECE PREPA;Chartrons(136);1564.01
FONTAINE ANNA;Salle 103 - 136 QDC (F) (59);<CLASSES> Ing2 Gr02;Finance d'entreprise;10/03/2026;18:30:00;2;ECE BACHELOR;Chartrons(136);1565.05
MICHEL PIERRE;Salle 105 - 136 QDC (F) (99);<CLASSES> Ing2 Gr05;Intelligence artificielle;10/03/2026;14:00:00;1;ECE MASTER;Chartrons(136);1559.04
DUPONT JEAN;Salle 106 - 136 QDC (F) (81);<PREPA2> Prepa 2eme annee Gr01;Automatique;10/03/2026;17:30:00;2;ECE INGENIEUR;Chartrons(136);1499.04
THOMAS ALICE;Salle 106 - 136 QDC (F) (81);<PREPA2> Prepa 2eme annee Gr02;Traitement du signal;10/03/2026;18:30:00;1;ECE INGENIEUR;Chartrons(136);1498.01
LAMBERT HUGO;Salle 107 - 136 QDC (F) (61);<CLASSES> Ing2 Gr02;Physique PREPA;10/03/2026;08:30:00;2;ECE PREPA;Chartrons(136);1480.03
KHOURY CLAUDE;Salle 107 - 136 QDC (F) (61);<BACH2> Bachelor 2 Gr01;IA Ingenieur;10/03/2026;15:15:00;2;ECE INGENIEUR;Chartrons(136);1479.03
FONTAINE ANNA;Salle 107 - 136 QDC (F) (61);<CLASSES> Ing2 Gr02;Finance d'entreprise;10/03/2026;17:30:00;1;ECE BACHELOR;Chartrons(136);1481.01
GARCIA ELENA;Salle C-0.13 - E3 (40);<MAST2> Master 2 IA;Systemes embarques;10/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 3;1543.02
DUBOIS LUCAS;Salle C-0.13 - E3 (40);<PREPA2> Prepa 2eme annee Gr02;Robotique;10/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 3;1544.03
DUPONT JEAN;Salle C-0.13 - E3 (40);<BACH2> Bachelor 2 Gr01;Gestion de projet;10/03/2026;18:30:00;1;ECE BACHELOR;Eiffel 3;1542.03
VINCENT MARC;Salle C-0.14 - E3 (40);<CLASSES> Ing2 Gr01;Automatique;10/03/2026;13:00:00;2;ECE INGENIEUR;Eiffel 3;1570.05
BERNARD CLAIRE;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing3 Gr01;DevOps;10/03/2026;14:00:00;1;ECE MASTER;Eiffel 3;1476.03
THOMAS ALICE;Salle C-1.06 - E3 (M) (40);<BACH1> Bachelor 1 Gr01;Automatique;10/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 3;1477.05
MOKHBER ARASH;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing2 Gr05;Cloud Computing;10/03/2026;18:30:00;1;ECE MASTER;Eiffel 3;1478.01
PETIT ANTOINE;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing2 Gr04;Automatique;10/03/2026;19:45:00;1;ECE INGENIEUR;Eiffel 3;1475.02
SIMON THOMAS;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr05;Comptabilite analytique;10/03/2026;08:30:00;1;ECE BACHELOR;Eiffel 3;1484.05
DUPONT JEAN;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing3 Gr02;Automatique;10/03/2026;14:00:00;1;ECE INGENIEUR;Eiffel 3;1485.04
MARTIN SOPHIE;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing3 Gr02;DevOps;10/03/2026;17:30:00;2;ECE MASTER;Eiffel 3;1483.05
MICHEL PIERRE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST1> Master 1 Cybersec;Traitement du signal;10/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 1;1495.05
LEFEBVRE JULIE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Physique PREPA;10/03/2026;13:00:00;1;ECE PREPA;Eiffel 1;1493.05
LAMBERT HUGO;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Marketing digital;10/03/2026;17:30:00;1;ECE BACHELOR;Eiffel 1;1492.01
BERNARD CLAIRE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Chimie PREPA;10/03/2026;18:30:00;2;ECE PREPA;Eiffel 1;1494.04
GARCIA ELENA;Salle EM220 - E1 (M) (48);<PREPA1> Prepa 1ere annee Gr01;DevOps;10/03/2026;08:30:00;1;ECE MASTER;Eiffel 1;1503.03
GARCIA ELENA;Salle EM220 - E1 (M) (48);<CLASSES> Ing2 Gr01;Automatique;10/03/2026;10:45:00;1;ECE INGENIEUR;Eiffel 1;1506.02
VINCENT MARC;Salle EM220 - E1 (M) (48);<CLASSES> Ing2 Gr05;Comptabilite analytique;10/03/2026;18:30:00;1;ECE BACHELOR;Eiffel 1;1505.01
PETIT ANTOINE;Salle EM220 - E1 (M) (48);<MAST1> Master 1 DataScience;DevOps;10/03/2026;19:45:00;1;ECE MASTER;Eiffel 1;1504.02
MARTIN SOPHIE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Automatique;10/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 1;1558.03
DUPONT JEAN;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Finance d'entreprise;10/03/2026;14:00:00;2;ECE BACHELOR;Eiffel 1;1557.01
HAJ HAMAD IMEN;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Cloud Computing;10/03/2026;13:00:00;1;ECE MASTER;Eiffel 1;1546.01
MARTIN SOPHIE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST1> Master 1 Cybersec;Systemes embarques;10/03/2026;17:30:00;2;ECE INGENIEUR;Eiffel 1;1547.03
